3801,177,4449,177,4449,453,3801,453
2478,605,2481,605,2481,620,2478,620
2513,605,2516,605,2516,620,2513,620
1792,666,1797,622,1826,626,1821,669
2617,658,2617,664,2594,664,2594,658
1935,646,1935,722,1911,722,1911,646
1936,669,1936,665,1954,665,1954,669
4060,599,4532,599,4532,727,4060,727
2617,694,2617,700,2594,700,2594,694
1936,705,1936,701,1954,701,1954,705
1982,660,2171,660,2171,765,1982,765
2617,730,2617,736,2594,736,2594,730
1554,746,1557,746,1557,760,1554,760
1692,727,1815,727,1815,765,1692,765
1590,748,1593,748,1593,762,1590,762
1625,749,1628,749,1628,763,1625,763
2048,745,2050,745,2050,757,2048,757
2088,745,2091,745,2091,759,2088,759
2120,746,2123,746,2123,760,2120,760
2156,747,2159,747,2159,761,2156,761
2190,748,2192,748,2192,759,2190,759
2312,770,2310,740,2322,739,2324,769
2617,763,2617,769,2594,769,2594,763
2617,799,2617,805,2594,805,2594,799
4130,808,4472,808,4472,840,4130,840
2617,835,2617,841,2594,841,2594,835
2119,824,2173,826,2172,861,2118,859
2228,828,2237,828,2236,862,2227,862
1081,858,1179,849,1181,879,1084,888
527,892,527,895,514,894,514,891
1589,885,1593,885,1593,903,1589,903
1623,885,1627,885,1627,903,1623,903
2617,905,2617,911,2594,911,2594,905
525,916,525,919,512,918,512,915
1672,752,1672,1077,1649,1077,1649,752
1804,954,1804,903,1836,903,1836,954
2617,941,2617,947,2594,947,2594,941
582,945,887,952,885,1016,580,1009
2617,977,2617,983,2594,983,2594,977
2221,996,2221,993,2235,993,2235,996
3838,995,3846,995,3846,1024,3838,1024
2617,1011,2617,1017,2594,1017,2594,1011
2221,1030,2221,1027,2235,1027,2235,1030
2617,1047,2617,1053,2594,1053,2594,1047
3913,1040,4079,1040,4079,1076,3913,1076
2221,1065,2221,1062,2235,1062,2235,1065
710,1069,760,1069,760,1090,710,1090
2617,1083,2617,1089,2594,1089,2594,1083
1106,1067,1396,1067,1396,1120,1106,1120
1508,1104,1508,1107,1493,1107,1493,1104
1661,1096,1667,1096,1667,1119,1661,1119
1697,1096,1703,1096,1703,1119,1697,1119
1730,1095,1736,1095,1736,1118,1730,1118
1766,1095,1772,1095,1772,1118,1766,1118
1802,1095,1808,1095,1808,1118,1802,1118
1872,1094,1878,1094,1878,1117,1872,1117
1908,1094,1914,1094,1914,1117,1908,1117
1944,1094,1950,1094,1950,1117,1944,1117
1980,1094,1986,1094,1986,1117,1980,1117
2016,1093,2022,1093,2022,1116,2016,1116
2049,1093,2055,1093,2055,1116,2049,1116
2085,1093,2091,1093,2091,1116,2085,1116
2121,1093,2127,1093,2127,1116,2121,1116
2221,1108,2221,1105,2235,1105,2235,1108
2157,1092,2163,1092,2163,1115,2157,1115
2191,1092,2197,1092,2197,1115,2191,1115
650,1120,729,1198,708,1220,628,1142
1508,1139,1508,1142,1493,1142,1493,1139
1508,1175,1508,1178,1493,1178,1493,1175
788,1188,860,1187,861,1217,789,1218
1092,1241,1095,1241,1095,1255,1092,1255
1126,1241,1129,1241,1129,1255,1126,1255
1162,1241,1165,1241,1165,1255,1162,1255
1331,1243,1333,1243,1333,1254,1331,1254
1366,1242,1368,1242,1368,1253,1366,1253
1401,1241,1403,1241,1403,1252,1401,1252
1437,1240,1439,1240,1439,1251,1437,1251
953,1246,953,1268,936,1268,936,1246
2063,1241,2517,1241,2517,1301,2063,1301
954,1293,954,1297,937,1297,937,1293
955,1328,955,1332,938,1332,938,1328
1986,1379,1990,1321,2025,1323,2021,1381
4269,1304,4285,1301,4297,1357,4281,1361
955,1364,955,1368,938,1368,938,1364
956,1400,956,1404,939,1404,939,1400
957,1434,957,1438,940,1438,940,1434
1018,1463,1021,1463,1021,1478,1018,1478
1051,1463,1054,1463,1054,1478,1051,1478
1241,1512,1241,1518,1218,1518,1218,1512
1241,1545,1241,1551,1218,1551,1218,1545
864,1545,906,1545,906,1578,864,1578
1567,1546,1617,1546,1617,1581,1567,1581
2316,1546,2362,1546,2362,1578,2316,1578
1242,1584,1242,1590,1219,1590,1219,1584
1243,1617,1243,1623,1220,1623,1220,1617
673,1629,1030,1610,1034,1669,676,1688
1427,1623,1704,1623,1704,1669,1427,1669
3717,1547,4565,1547,4565,1741,3717,1741
4384,1665,4493,1663,4494,1739,4385,1741
4666,1547,4797,1547,4797,1735,4666,1735
1243,1653,1243,1659,1220,1659,1220,1653
1805,1694,1805,1650,1836,1650,1836,1694
1244,1689,1244,1695,1221,1695,1221,1689
1244,1725,1244,1731,1221,1731,1221,1725
1245,1759,1245,1765,1222,1765,1222,1759
965,1805,963,1811,941,1801,943,1796
1053,1792,1057,1792,1057,1809,1053,1809
1087,1792,1091,1792,1091,1809,1087,1809
1123,1792,1127,1792,1127,1809,1123,1809
952,1836,950,1842,928,1832,930,1827
938,1870,936,1876,914,1866,916,1861
580,2009,583,2009,583,2023,580,2023
616,2005,658,2005,658,2027,616,2027
724,2008,729,2008,728,2029,723,2029
759,2009,797,2010,796,2031,758,2030
