4015,170,4299,170,4299,284,4015,284
4106,374,4361,374,4361,398,4106,398
4130,406,4319,406,4319,429,4130,429
299,478,639,237,708,334,368,575
4156,472,4302,472,4302,551,4156,551
3967,588,4497,588,4497,631,3967,631
3951,632,4374,632,4374,785,3951,785
4245,744,4287,744,4287,782,4245,782
3651,694,3857,694,3857,725,3651,725
4543,692,4705,692,4705,782,4543,782
4107,847,4356,847,4356,893,4107,893
511,881,626,881,626,910,511,910
1824,927,1824,929,1813,929,1813,927
1825,948,1825,950,1814,950,1814,948
542,939,591,939,591,970,542,970
2909,942,2959,943,2958,979,2908,978
3466,984,3445,918,3461,913,3482,979
3801,935,3898,935,3898,962,3801,962
1349,951,1429,958,1426,993,1346,986
4574,939,4660,939,4660,962,4574,962
1825,968,1825,970,1814,970,1814,968
2389,988,2389,1025,2360,1025,2360,988
1826,1008,1826,1010,1815,1010,1815,1008
3359,1038,3363,987,3385,989,3381,1040
3804,993,4021,993,4021,1022,3804,1022
4569,1001,4667,1001,4667,1024,4569,1024
2293,1009,2293,1052,2254,1052,2254,1009
1827,1027,1827,1029,1816,1029,1816,1027
2008,1034,2008,1048,1983,1048,1983,1034
814,1037,814,1093,796,1093,796,1037
846,1095,846,1101,821,1101,821,1095
3802,1057,3940,1057,3940,1079,3802,1079
4569,1057,4670,1057,4670,1086,4569,1086
2008,1076,2008,1082,1983,1082,1983,1076
1564,1083,1568,1083,1568,1100,1564,1100
1598,1082,1602,1082,1602,1099,1598,1099
1648,1081,1652,1081,1652,1098,1648,1098
1518,1094,1517,1102,1489,1100,1489,1092
3331,1097,3331,1105,3303,1107,3302,1099
2154,1113,2154,1115,2142,1115,2142,1113
2008,1115,2008,1121,1983,1121,1983,1115
3802,1115,3941,1115,3941,1142,3802,1142
846,1131,846,1137,821,1137,821,1131
2293,1141,2293,1152,2254,1152,2254,1141
2154,1149,2154,1151,2142,1151,2142,1149
1514,1152,1513,1160,1485,1158,1485,1150
2008,1151,2008,1157,1983,1157,1983,1151
2472,1143,2472,1193,2449,1193,2449,1143
846,1167,846,1173,821,1173,821,1167
2818,1152,2994,1152,2994,1188,2818,1188
3241,1141,3241,1193,3219,1193,3219,1141
3333,1139,3335,1177,3306,1179,3304,1141
4570,1116,4670,1116,4670,1197,4570,1197
3804,1165,3940,1165,3940,1194,3804,1194
2154,1186,2154,1188,2142,1188,2142,1186
846,1204,846,1210,821,1210,821,1204
1511,1203,1510,1211,1482,1209,1482,1201
2154,1222,2154,1224,2142,1224,2142,1222
2328,1218,2337,1218,2338,1253,2329,1253
2079,1225,2256,1220,2257,1256,2080,1261
2045,1237,2045,1256,2030,1256,2030,1237
3806,1218,3972,1218,3972,1253,3806,1253
846,1240,846,1246,821,1246,821,1240
3337,1205,3341,1273,3311,1275,3307,1207
4574,1221,4660,1221,4660,1252,4574,1252
1508,1251,1507,1259,1479,1257,1479,1249
3217,1266,3217,1259,3243,1259,3243,1266
3355,1243,3355,1273,3339,1273,3339,1243
846,1277,846,1283,821,1283,821,1277
1819,1289,1824,1289,1824,1310,1819,1310
1850,1289,1916,1289,1916,1310,1850,1310
3806,1281,3952,1281,3952,1312,3806,1312
4574,1284,4660,1284,4660,1307,4574,1307
846,1313,846,1319,821,1319,821,1313
750,1284,750,1366,735,1366,735,1284
765,1295,765,1361,751,1361,751,1295
846,1349,846,1355,821,1355,821,1349
484,1342,484,1393,462,1393,462,1342
4572,1345,4660,1345,4660,1366,4572,1366
3804,1338,3852,1338,3852,1369,3804,1369
1848,1375,1915,1375,1915,1392,1848,1392
846,1386,846,1392,821,1392,821,1386
577,1332,577,1460,543,1460,543,1332
956,1386,956,1437,931,1437,931,1386
1193,1383,1449,1385,1449,1426,1193,1424
1493,1386,1504,1386,1504,1426,1493,1426
1554,1386,1565,1386,1565,1426,1554,1426
1603,1387,1614,1387,1614,1427,1603,1427
1653,1387,1664,1387,1664,1427,1653,1427
1820,1377,1861,1380,1858,1416,1818,1413
3810,1433,4259,1429,4259,1465,3810,1469
846,1459,846,1465,821,1465,821,1459
3587,1435,3587,1485,3564,1485,3564,1435
284,1563,284,1401,335,1401,335,1563
4515,1424,4727,1424,4727,1475,4515,1475
1844,1462,1853,1462,1853,1496,1844,1496
4197,1447,4256,1439,4261,1474,4202,1482
1907,1462,1954,1462,1954,1496,1907,1496
3471,1566,3471,1406,3523,1406,3523,1566
846,1495,846,1501,821,1501,821,1495
809,1514,809,1542,795,1542,795,1514
846,1531,846,1537,821,1537,821,1531
533,1521,598,1521,598,1597,533,1597
4573,1533,4661,1533,4661,1556,4573,1556
1302,1517,1366,1517,1366,1598,1302,1598
3800,1531,3898,1531,3898,1560,3800,1560
846,1568,846,1574,821,1574,821,1568
3804,1589,3909,1589,3909,1618,3804,1618
4568,1589,4668,1589,4668,1620,4568,1620
846,1607,846,1613,821,1613,821,1607
3338,1621,3335,1668,3311,1666,3314,1620
3357,1623,3357,1653,3342,1653,3342,1623
3806,1647,3907,1647,3907,1678,3806,1678
4563,1649,4667,1649,4667,1678,4563,1678
2303,1672,2367,1672,2367,1709,2303,1709
3333,1695,3333,1701,3310,1700,3310,1694
251,1697,251,1751,220,1751,220,1697
2221,1706,2221,1753,2198,1753,2198,1706
2853,1704,3030,1704,3030,1742,2853,1742
3243,1694,3243,1744,3218,1744,3218,1694
3331,1731,3331,1737,3308,1736,3308,1730
3808,1748,4231,1748,4231,1780,3808,1780
3329,1767,3329,1773,3306,1772,3306,1766
4507,1747,4738,1747,4738,1793,4507,1793
689,1790,689,1845,667,1845,667,1790
2305,1872,2347,1872,2347,1893,2305,1893
2906,1925,2956,1925,2956,1952,2906,1952
3596,2030,3598,2062,3586,2063,3584,2031
1896,2048,1900,2048,1900,2066,1896,2066
1944,2049,1948,2049,1948,2067,1944,2067
1984,2050,1988,2050,1988,2068,1984,2068
3600,2113,3600,2115,3588,2116,3588,2114
752,2132,751,2140,720,2137,721,2129
517,2159,519,2226,473,2227,471,2160
747,2193,746,2201,715,2198,716,2190
661,2215,661,2261,638,2261,638,2215
742,2244,741,2252,710,2249,711,2241
520,2256,520,2262,497,2263,497,2257
849,2254,1029,2254,1029,2294,849,2294
1268,2282,1268,2276,1291,2277,1291,2283
1897,2256,2002,2256,2002,2299,1897,2299
738,2291,737,2299,706,2296,707,2288
1266,2330,1266,2324,1289,2325,1289,2331
522,2328,522,2334,499,2335,499,2329
1460,2332,1460,2381,1436,2381,1436,2332
1888,2326,1888,2372,1865,2372,1865,2326
524,2364,524,2370,501,2371,501,2365
1264,2373,1264,2367,1287,2368,1287,2374
1520,2356,1569,2356,1569,2377,1520,2377
525,2400,525,2406,502,2407,502,2401
882,2431,936,2431,936,2454,882,2454
1955,2440,2000,2440,2000,2461,1955,2461
3680,2454,4347,2454,4347,2490,3680,2490
4375,2555,4393,2555,4393,2565,4375,2565
4366,2562,4404,2562,4404,2588,4366,2588
4336,2590,4335,2623,4277,2621,4278,2588
4232,2655,4253,2654,4253,2662,4232,2663
4226,2662,4262,2662,4262,2686,4226,2686
4280,2727,4312,2726,4313,2752,4281,2753
4411,2767,4433,2767,4433,2777,4411,2777
4404,2777,4442,2777,4442,2802,4404,2802
4219,2853,4264,2854,4263,2873,4218,2872
4096,2910,4134,2910,4134,2922,4096,2922
4325,2912,4321,3030,4263,3028,4267,2910
3947,2978,3965,2978,3965,2987,3947,2987
3937,2985,3977,2985,3977,3012,3937,3012
