4015,170,4299,170,4299,228,4015,228
4019,226,4297,226,4297,284,4019,284
4106,374,4112,374,4112,398,4106,398
4120,374,4155,374,4155,398,4120,398
4164,374,4186,374,4186,398,4164,398
4196,374,4243,374,4243,398,4196,398
4256,374,4262,374,4262,398,4256,398
4273,374,4361,374,4361,398,4273,398
4130,406,4189,406,4189,429,4130,429
4204,406,4256,406,4256,429,4204,429
4262,406,4319,406,4319,429,4262,429
305,460,654,230,719,329,371,559
4156,472,4302,472,4302,551,4156,551
3967,588,4042,588,4042,631,3967,631
4051,588,4191,588,4191,631,4051,631
4205,588,4217,588,4217,631,4205,631
4221,588,4295,588,4295,631,4221,631
4313,588,4374,588,4374,631,4313,631
4392,588,4497,588,4497,631,4392,631
4116,632,4217,632,4217,679,4116,679
4234,632,4349,632,4349,679,4234,679
3957,689,4031,689,4031,729,3957,729
4037,689,4087,689,4087,729,4037,729
4092,689,4103,689,4103,729,4092,729
4259,687,4347,687,4347,729,4259,729
4361,687,4372,687,4372,729,4361,729
3953,748,4032,748,4032,786,3953,786
4250,746,4282,746,4282,781,4250,781
3651,694,3835,694,3835,725,3651,725
3849,694,3857,694,3857,725,3849,725
4547,692,4675,692,4675,730,4547,730
4695,692,4705,692,4705,730,4695,730
4543,746,4615,746,4615,782,4543,782
1734,758,1792,762,1789,802,1732,798
2081,728,2090,728,2090,762,2081,762
2123,729,2132,729,2132,763,2123,763
2169,729,2178,729,2178,763,2169,763
2214,729,2223,729,2223,763,2214,763
2238,729,2276,729,2276,764,2238,764
2291,730,2300,730,2300,764,2291,764
2327,730,2385,730,2385,765,2327,765
2414,731,2423,731,2423,765,2414,765
2498,732,2507,732,2507,766,2498,766
2536,732,2545,732,2545,766,2536,766
2174,760,2310,760,2310,796,2174,796
2356,760,2537,760,2537,796,2356,796
2264,799,2305,799,2305,840,2264,840
2341,799,2352,799,2352,840,2341,840
2370,799,2381,799,2381,840,2370,840
2424,799,2465,799,2465,840,2424,840
1599,804,1599,809,1578,809,1578,804
1599,844,1599,849,1578,849,1578,844
4092,845,4346,845,4346,891,4092,891
919,869,969,869,969,896,919,896
1600,879,1600,884,1579,884,1579,879
